"","NEPA_DOC_NBR","numact","H","projarea","footprint","E"
"4291","53308",6,1.73469216165573,7617052.81093252,2234783.87597966,0.109472617687232
"4292","53309",7,1.77271503153157,9459301.91882384,3393622.90524249,0.110363518892854
"4293","53316",1,0,1138756.69711533,1138756.69711533,0
"4294","53317",1,0,16724435.7161995,16724435.7161994,0
"4295","53325",4,1.14053134537677,29213058.2705224,12452976.764266,0.0663480489287576
"4296","53335",2,0.667785956375031,1464785.65294977,896638.642749763,0.047036390289073
"4297","53339",6,1.35207478488086,39577021.9588582,6496987.16312528,0.0772889786140459
"4298","53340",8,2.04390510784352,17988055.3034585,4504872.78140671,0.122351294458109
"4299","53348",2,0.693147180559945,1288943.81439552,622376.464087453,0.0492665250332307
"4300","53369",1,0,3623143.671534,3623143.671534,0
"4301","53373",9,1.96855669373268,6322096.85877138,719446.465013758,0.125709566942191
"4302","53374",1,0,1300426.36811944,1300426.36811944,0
"4303","53409",1,0,4306123.70560354,4306123.71338916,0
"4304","53414",19,2.50412513578742,97965884.8665415,43454596.4344185,0.136092796872127
"4305","53419",9,1.89022946584286,38040809.3689969,4636511.05584249,0.108296725540289
"4306","53423",17,2.52375438709893,26122754.1338754,3070731.02414559,0.147775354152565
"4307","53438",7,1.75230356374935,7426407.12288341,2446650.3582369,0.110761209988579
"4308","53460",3,1.02764552163632,8272152.83383874,4540699.61549134,0.0645165350172883
"4309","53470",6,1.61968957268526,23829198.867462,2982461.26471702,0.0953520141421245
"4310","53472",15,2.41343305288854,12167150.1437001,1022636.54250448,0.147934046211134
"4311","53475",4,1.33560561520647,2027139.88584604,376766.837417519,0.0919703255266003
"4312","53486",1,0,1951788.46392296,1850566.59526472,0
"4313","53492",3,1.09861228866811,15934160.6381708,5311386.87939027,0.0662454106245138
"4314","53498",2,0.692693889484567,1586383.30158655,1506064.31958197,0.0485182793702687
"4315","53500",1,0,12994559.9926963,12990776.3374555,0
"4316","53508",1,0,91933.5402455013,91933.5402455013,0
"4317","53510",1,0,14599.6978893813,14599.6978893813,0
"4318","53516",3,1.09861228866811,432097.326723026,144032.442241009,0.0846622922573829
"4319","53520",9,1.74497521319197,2059192.84638847,461308.594315739,0.12003000835281
"4320","53529",7,0.844988680409647,9528944.73361577,8811613.63815241,0.0525822560625908
"4321","53541",1,0,402195.167432476,201097.583716238,0
"4322","53544",11,2.27386711573844,13933427.7759126,4130651.46161688,0.138230672957442
"4323","53553",1,0,508570.350178997,508570.350178997,0
"4324","53554",3,1.08936583071956,694808.610070634,469817.89606768,0.0809853623012015
"4325","53566",5,1.45096880789489,26336059.7616306,3913333.34108107,0.0849192686295892
"4326","53567",11,1.835311825214,43808050.3259606,8051087.74962244,0.104306768760283
"4327","53577",1,0,1689.2051970968,1689.2051970968,0
"4328","53578",23,2.54269685513768,112115149.878414,12075058.2468621,0.137183262796069
"4329","53582",1,0,129393060.504202,129359489.415097,0
"4330","53597",1,0,35825232.6155206,35825232.6155206,0
"4331","53605",13,2.04787214601435,47513542.0126685,8454738.03883545,0.115852641203535
"4332","53607",3,0.693542271290203,13289286.2447914,6644684.08911464,0.0422827979738867
"4333","53613",3,1.03972077083992,5073100.34115549,1268232.62479883,0.0673417716228209
"4334","53616",1,0,6326661.66779964,6325022.19789614,0
"4335","53619",2,0.693147180559945,1605371.63689404,802685.818447019,0.0485096010038059
"4336","53625",4,1.38629436111989,131444.194086333,32861.0485215832,0.117618754951544
"4337","53627",1,0,830652.509774232,830652.509774232,0
"4338","53629",14,1.72710943297246,8909050.97603005,1752434.15528928,0.107926947932156
"4339","53631",3,1.09861228866811,1572466.70876459,524155.569588198,0.076997495769096
"4340","53632",1,0,143572.587942369,143572.587942369,0
"4341","53637",1,0,41981.1414005819,41981.1414005819,0
"4342","53638",1,0,12764903.4975916,9930387.30655303,0
"4343","53640",1,0,3340745.81389785,3302986.46111261,0
"4344","53641",12,1.9550204246025,23443731.5696651,11298583.8065878,0.11520373159522
"4345","53645",9,1.86970268426456,2103599.27090789,274620.771001169,0.128421051504458
"4346","53662",10,1.78351282780068,4647408.86851,788715.996427727,0.116175983207855
"4347","53676",4,1.38629436111989,1089247.68515453,272311.921288632,0.0997262483736719
"4348","53680",3,1.04274343419995,5199603.97999911,1408194.66587126,0.0674299768277273
"4349","53685",7,1.44568426612535,2803449.12759878,1837021.45172516,0.0973763376370342
"4350","53706",1,0,320965.425375612,320965.425375612,0
"4351","53712",1,0,9076727.00826209,3619264.7765584,0
"4352","53718",1,0,7057778.50369586,7057778.47301816,0
"4353","53719",18,2.10374245465256,16245303.4023631,3114411.94877816,0.126706174653895
"4354","53739",2,0.0212809459083265,799563.451027896,799563.451027896,0.00156571703231049
"4355","53742",3,1.0419411396001,7602390.45084622,4827811.17531893,0.0657626165234793
"4356","5376",2,0.175316346122239,3464604.62155448,3464604.62155448,0.0116426534843706
"4357","53773",2,0.259747311038125,753914.052701522,753914.052701522,0.0191935760832973
"4358","53786",1,0,57804.1791798966,57804.1791798966,0
"4359","53801",2,0.693147180559945,57292391.6210744,28622761.9817991,0.038802040955583
"4360","53810",10,1.76828981596526,114830705.504829,39963026.6269241,0.0952795260688494
"4361","53813",5,1.55017527540494,3524053.37684978,1451585.98934139,0.10283002903581
"4362","53814",5,1.12760150261476,5615634.65767434,1342521.91109188,0.0725562559819233
"4363","53837",1,0,454276.497788526,454276.497788526,0
"4364","53848",4,1.38629436111989,1395079.37914101,348769.844785251,0.0979819837267971
"4365","53863",1,0,86837.2555328156,86837.2555328156,0
"4366","53870",1,0,17457191.2098459,17416033.6981192,0
"4367","53872",25,2.80683353830613,32842665.3797948,3520328.10864879,0.162176852010031
"4368","53873",9,2.05941573475916,7486733.7861773,846476.973041548,0.130106902458353
"4369","53878",1,0,2468170.405757,2468170.405757,0
"4370","53880",1,0,412135580.002103,257821496.686939,0
"4371","53886",1,0,4580700.48560246,4580700.48560246,0
"4372","53909",2,0.693147180559945,2007703.97723614,1003476.25379337,0.0477620719659998
"4373","53910",1,0,37789.8023199772,37789.8023199772,0
"4374","53924",3,0.78446611117819,3688421.32965227,2288272.84510341,0.05188024622143
"4375","53935",1,0,83286.596692294,83286.596692294,0
"4376","53945",3,0.137226113581189,197836818.700341,196646562.728477,0.00718350261640114
"4377","53959",7,1.94591014905531,26156157.9688653,3736593.99555218,0.113931865799873
"4378","53966",1,0,196614.895718205,196614.895718205,0
"4379","53972",4,1.18844058904469,26587447.1806725,12129731.1820554,0.0695159149561121
"4380","54",2,0.693147180559945,8416948.98512761,4208474.49256381,0.0434690644360642
"4381","54015",10,2.09823223643162,35610790.2637031,3983080.49553867,0.120670175986017
"4382","54016",9,2.08808408989271,24609469.4443797,2949748.26727095,0.122693932137979
"4383","54018",14,2.30186932660396,3631130.36429019,1035836.7589501,0.152390666219985
"4384","54023",10,1.87218485865825,19755859.0264757,9204627.26928392,0.111446469576638
"4385","54027",6,1.74315630788815,39681611.5785927,8079725.24334947,0.0996294358794741
"4386","54028",7,1.35945472841369,2808130.48246905,945543.83150857,0.0915579220388495
"4387","54033",4,1.30708969386844,1948110.37490116,535493.234376879,0.0902538504238388
"4388","54054",8,1.93208099703671,13362301.3322075,2565150.46537111,0.117752750128448
"4389","54068",1,0,20223.0224521657,20223.0224521657,0
"4390","54069",1,0,6203473.04056176,6203473.04056176,0
"4391","54081",1,0,99175.2020158072,99175.2020158072,0
"4392","54087",1,0,777537.5738686,777537.5738686,0
"4393","54088",8,1.91077216836996,1556267.02995762,214861.009591524,0.134015913420162
"4394","54089",2,0.130238421155121,14568381.5338351,12547189.6511923,0.00789593466260652
"4395","54121",1,0,158293.052465622,158293.052465622,0
"4396","54155",10,2.20918767417967,5037466.67197155,1193220.04382364,0.14315243829642
"4397","54163",15,2.45456433293098,12433917.4958309,1087620.8360602,0.150255482484081
"4398","54189",2,0.596918821814381,258952.257280547,61782.0476007772,0.0478899000543546
"4399","54192",7,1.6834926849518,12203391.3343519,2033898.50740683,0.103172735668534
"4400","54205",1,0,98221.3880024829,98221.3880024829,0
"4401","54218",16,2.43715182522339,18514496.503533,2260430.94850918,0.145640158962324
"4402","54223",11,2.26595769670277,9292878.69359362,871285.386967536,0.141227282140852
"4403","54226",2,0.289269810086037,24212677.4195897,23546241.2109761,0.017013482374242
"4404","54232",3,0.514590898363041,7404726.36875247,7404726.36875247,0.0325327453720262
"4405","54234",4,0.774240292800461,3554085.58992428,3333330.75368443,0.0513299121670884
"4406","54245",1,0,403.954714685213,403.954714685213,0
"4407","54246",8,1.93605619651998,7243344.18342656,1332094.53119148,0.12256938550497
"4408","54260",5,1.5532397437217,22941355.2683415,6470436.37080576,0.0916449341173352
"4409","54277",12,0.977611231378298,22739119.0634853,20192170.8159448,0.0577115980809448
